indicator,drug_type,lhn,financial_year,year_start,count,mean_bed_days,group_by,sex,age_group,indigenous_status,seifa_quintile,remoteness,population,rate_per_100k,rate_lcl,rate_ucl
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Northern Adelaide LHN,2024-25,2024,1,1.0,Sex,Females,All ages,All,All,All,220262,0.5,0.0,1.4
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Northern Adelaide LHN,2024-25,2024,5,2.4,Sex,Males,All ages,All,All,All,220262,2.3,0.3,4.3
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Riverland Mallee Coorong LHN,2022-23,2022,1,1.0,Sex,Males,All ages,All,All,All,35845,2.8,0.0,8.3
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Riverland Mallee Coorong LHN,2024-25,2024,1,1.0,Sex,Females,All ages,All,All,All,36710,2.7,0.0,8.0
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2020-21,2020,15,1.8,Sex,Females,All ages,All,All,All,905000,1.7,0.9,2.5
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2020-21,2020,10,1.7,Sex,Males,All ages,All,All,All,905000,1.1,0.4,1.8
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2021-22,2021,12,1.08,Sex,Females,All ages,All,All,All,915860,1.3,0.6,2.0
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2021-22,2021,23,2.0,Sex,Males,All ages,All,All,All,915860,2.5,1.5,3.5
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2022-23,2022,5,1.0,Sex,Females,All ages,All,All,All,926850,0.5,0.0,1.0
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2022-23,2022,23,1.74,Sex,Males,All ages,All,All,All,926850,2.5,1.5,3.5
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2023-24,2023,10,1.1,Sex,Females,All ages,All,All,All,937972,1.1,0.4,1.8
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2023-24,2023,16,1.19,Sex,Males,All ages,All,All,All,937972,1.7,0.9,2.5
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2024-25,2024,7,2.14,Sex,Females,All ages,All,All,All,949228,0.7,0.2,1.2
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,South Australia (All LHNs),2024-25,2024,16,1.56,Sex,Males,All ages,All,All,All,949228,1.7,0.9,2.5
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Southern Adelaide LHN,2020-21,2020,3,1.67,Sex,Females,All ages,All,All,All,200000,1.5,0.0,3.2
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Southern Adelaide LHN,2021-22,2021,1,2.0,Sex,Females,All ages,All,All,All,202400,0.5,0.0,1.5
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Southern Adelaide LHN,2021-22,2021,5,2.0,Sex,Males,All ages,All,All,All,202400,2.5,0.3,4.7
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Southern Adelaide LHN,2022-23,2022,1,1.0,Sex,Females,All ages,All,All,All,204828,0.5,0.0,1.5
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Southern Adelaide LHN,2022-23,2022,5,2.0,Sex,Males,All ages,All,All,All,204828,2.4,0.3,4.5
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Southern Adelaide LHN,2023-24,2023,1,1.0,Sex,Males,All ages,All,All,All,207286,0.5,0.0,1.4
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Yorke and Northern LHN,2021-22,2021,1,1.0,Sex,Males,All ages,All,All,All,37950,2.6,0.0,7.8
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Yorke and Northern LHN,2022-23,2022,1,1.0,Sex,Males,All ages,All,All,All,38405,2.6,0.0,7.7
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Yorke and Northern LHN,2023-24,2023,1,1.0,Sex,Males,All ages,All,All,All,38866,2.6,0.0,7.6
Alcohol and other drug-related hospitalisations,Androgens and anabolic congeners,Yorke and Northern LHN,2024-25,2024,2,1.5,Sex,Males,All ages,All,All,All,39332,5.1,0.0,12.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2020-21,2020,20,1.5,Sex,Females,All ages,All,All,All,82500,24.2,13.6,34.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2020-21,2020,51,1.57,Sex,Males,All ages,All,All,All,82500,61.8,44.8,78.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2021-22,2021,35,1.89,Sex,Females,All ages,All,All,All,83490,41.9,28.0,55.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2021-22,2021,50,1.64,Sex,Males,All ages,All,All,All,83490,59.9,43.3,76.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2022-23,2022,32,1.62,Sex,Females,All ages,All,All,All,84491,37.9,24.8,51.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2022-23,2022,47,1.79,Sex,Males,All ages,All,All,All,84491,55.6,39.7,71.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2023-24,2023,36,1.31,Sex,Females,All ages,All,All,All,85505,42.1,28.3,55.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2023-24,2023,37,1.3,Sex,Males,All ages,All,All,All,85505,43.3,29.4,57.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2024-25,2024,27,1.3,Sex,Females,All ages,All,All,All,86531,31.2,19.4,43.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Barossa Hills Fleurieu LHN,2024-25,2024,52,1.42,Sex,Males,All ages,All,All,All,86531,60.1,43.8,76.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2020-21,2020,97,1.57,Sex,Females,All ages,All,All,All,245000,39.6,31.7,47.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2020-21,2020,165,1.73,Sex,Males,All ages,All,All,All,245000,67.3,57.0,77.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2021-22,2021,99,1.79,Sex,Females,All ages,All,All,All,247940,39.9,32.0,47.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2021-22,2021,184,1.97,Sex,Males,All ages,All,All,All,247940,74.2,63.5,84.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2022-23,2022,124,1.85,Sex,Females,All ages,All,All,All,250915,49.4,40.7,58.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2022-23,2022,225,1.76,Sex,Males,All ages,All,All,All,250915,89.7,78.0,101.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2023-24,2023,100,1.93,Sex,Females,All ages,All,All,All,253926,39.4,31.7,47.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2023-24,2023,176,1.71,Sex,Males,All ages,All,All,All,253926,69.3,59.1,79.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2024-25,2024,108,1.87,Sex,Females,All ages,All,All,All,256973,42.0,34.1,49.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Central Adelaide LHN,2024-25,2024,207,1.97,Sex,Males,All ages,All,All,All,256973,80.6,69.6,91.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2020-21,2020,10,1.3,Sex,Females,All ages,All,All,All,27500,36.4,13.9,58.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2020-21,2020,28,1.64,Sex,Males,All ages,All,All,All,27500,101.8,64.1,139.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2021-22,2021,15,2.13,Sex,Females,All ages,All,All,All,27830,53.9,26.6,81.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2021-22,2021,24,1.33,Sex,Males,All ages,All,All,All,27830,86.2,51.7,120.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2022-23,2022,13,4.54,Sex,Females,All ages,All,All,All,28163,46.2,21.1,71.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2022-23,2022,29,1.66,Sex,Males,All ages,All,All,All,28163,103.0,65.5,140.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2023-24,2023,21,1.48,Sex,Females,All ages,All,All,All,28501,73.7,42.2,105.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2023-24,2023,20,1.3,Sex,Males,All ages,All,All,All,28501,70.2,39.4,101.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2024-25,2024,19,1.53,Sex,Females,All ages,All,All,All,28843,65.9,36.3,95.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Eyre and Far North LHN,2024-25,2024,24,2.46,Sex,Males,All ages,All,All,All,28843,83.2,49.9,116.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,19,1.95,Sex,Females,All ages,All,All,All,35000,54.3,29.9,78.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,29,1.86,Sex,Males,All ages,All,All,All,35000,82.9,52.7,113.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,21,2.38,Sex,Females,All ages,All,All,All,35420,59.3,33.9,84.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,36,1.78,Sex,Males,All ages,All,All,All,35420,101.6,68.4,134.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,23,1.74,Sex,Females,All ages,All,All,All,35845,64.2,38.0,90.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,28,1.64,Sex,Males,All ages,All,All,All,35845,78.1,49.2,107.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,20,1.7,Sex,Females,All ages,All,All,All,36275,55.1,30.9,79.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,30,1.5,Sex,Males,All ages,All,All,All,36275,82.7,53.1,112.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,13,1.69,Sex,Females,All ages,All,All,All,36710,35.4,16.1,54.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,29,1.24,Sex,Males,All ages,All,All,All,36710,79.0,50.2,107.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,11,1.27,Sex,Females,All ages,All,All,All,32500,33.8,13.8,53.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,17,1.35,Sex,Males,All ages,All,All,All,32500,52.3,27.4,77.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,18,1.39,Sex,Females,All ages,All,All,All,32890,54.7,29.4,80.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,21,1.76,Sex,Males,All ages,All,All,All,32890,63.8,36.5,91.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,19,1.95,Sex,Females,All ages,All,All,All,33284,57.1,31.4,82.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,25,1.8,Sex,Males,All ages,All,All,All,33284,75.1,45.7,104.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,22,1.91,Sex,Females,All ages,All,All,All,33684,65.3,38.0,92.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,24,1.5,Sex,Males,All ages,All,All,All,33684,71.3,42.8,99.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,16,1.69,Sex,Females,All ages,All,All,All,34088,46.9,23.9,69.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,27,1.85,Sex,Males,All ages,All,All,All,34088,79.2,49.3,109.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,101,1.74,Sex,Females,All ages,All,All,All,210000,48.1,38.7,57.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,164,2.07,Sex,Males,All ages,All,All,All,210000,78.1,66.1,90.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2021-22,2021,102,1.69,Sex,Females,All ages,All,All,All,212520,48.0,38.7,57.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2021-22,2021,155,1.7,Sex,Males,All ages,All,All,All,212520,72.9,61.4,84.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2022-23,2022,112,1.8,Sex,Females,All ages,All,All,All,215070,52.1,42.5,61.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2022-23,2022,188,1.61,Sex,Males,All ages,All,All,All,215070,87.4,74.9,99.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2023-24,2023,118,1.81,Sex,Females,All ages,All,All,All,217651,54.2,44.4,64.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2023-24,2023,168,1.8,Sex,Males,All ages,All,All,All,217651,77.2,65.5,88.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2024-25,2024,121,1.88,Sex,Females,All ages,All,All,All,220262,54.9,45.1,64.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2024-25,2024,178,1.79,Sex,Males,All ages,All,All,All,220262,80.8,68.9,92.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2020-21,2020,17,2.06,Sex,Females,All ages,All,All,All,35000,48.6,25.5,71.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2020-21,2020,26,1.58,Sex,Males,All ages,All,All,All,35000,74.3,45.7,102.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2021-22,2021,17,2.12,Sex,Females,All ages,All,All,All,35420,48.0,25.2,70.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2021-22,2021,20,2.45,Sex,Males,All ages,All,All,All,35420,56.5,31.8,81.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2022-23,2022,15,1.4,Sex,Females,All ages,All,All,All,35845,41.8,20.6,63.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2022-23,2022,25,1.24,Sex,Males,All ages,All,All,All,35845,69.7,42.4,97.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2023-24,2023,15,1.53,Sex,Females,All ages,All,All,All,36275,41.4,20.5,62.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2023-24,2023,17,1.65,Sex,Males,All ages,All,All,All,36275,46.9,24.6,69.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2024-25,2024,15,4.0,Sex,Females,All ages,All,All,All,36710,40.9,20.2,61.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Riverland Mallee Coorong LHN,2024-25,2024,25,1.76,Sex,Males,All ages,All,All,All,36710,68.1,41.4,94.8
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2020-21,2020,356,1.75,Sex,Females,All ages,All,All,All,905000,39.3,35.2,43.4
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2020-21,2020,627,1.8,Sex,Males,All ages,All,All,All,905000,69.3,63.9,74.7
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2021-22,2021,395,1.83,Sex,Females,All ages,All,All,All,915860,43.1,38.8,47.4
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2021-22,2021,640,1.86,Sex,Males,All ages,All,All,All,915860,69.9,64.5,75.3
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2022-23,2022,458,1.94,Sex,Females,All ages,All,All,All,926850,49.4,44.9,53.9
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2022-23,2022,723,1.71,Sex,Males,All ages,All,All,All,926850,78.0,72.3,83.7
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2023-24,2023,454,1.79,Sex,Females,All ages,All,All,All,937972,48.4,43.9,52.9
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2023-24,2023,641,1.7,Sex,Males,All ages,All,All,All,937972,68.3,63.0,73.6
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2024-25,2024,409,1.88,Sex,Females,All ages,All,All,All,949228,43.1,38.9,47.3
Alcohol and other drug-related hospitalisations,Cannabinoids,South Australia (All LHNs),2024-25,2024,722,1.85,Sex,Males,All ages,All,All,All,949228,76.1,70.6,81.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Southern Adelaide LHN,2020-21,2020,68,2.06,Sex,Females,All ages,All,All,All,200000,34.0,25.9,42.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Southern Adelaide LHN,2020-21,2020,121,1.83,Sex,Males,All ages,All,All,All,200000,60.5,49.7,71.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Southern Adelaide LHN,2021-22,2021,76,1.92,Sex,Females,All ages,All,All,All,202400,37.5,29.1,45.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Southern Adelaide LHN,2021-22,2021,129,1.9,Sex,Males,All ages,All,All,All,202400,63.7,52.7,74.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Southern Adelaide LHN,2022-23,2022,105,2.1,Sex,Females,All ages,All,All,All,204828,51.3,41.5,61.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Southern Adelaide LHN,2022-23,2022,133,1.84,Sex,Males,All ages,All,All,All,204828,64.9,53.9,75.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Southern Adelaide LHN,2023-24,2023,103,1.63,Sex,Females,All ages,All,All,All,207286,49.7,40.1,59.3
